id_vente;id_bien;date_vente;valeur
422;422;2020-01-06;225000
423;423;2020-01-06;185500
424;424;2020-01-06;113000
425;425;2020-01-06;45000
426;426;2020-01-06;189000
427;427;2020-01-06;145000
428;428;2020-01-06;257000
429;429;2020-01-06;175000
430;430;2020-01-06;370050
431;431;2020-01-06;128000
432;432;2020-01-06;168500
433;433;2020-01-06;582000
434;434;2020-01-06;181500
435;435;2020-01-06;240750
436;436;2020-01-06;271500
437;437;2020-01-06;102820
438;438;2020-01-06;740000
439;439;2020-01-06;54000
440;440;2020-01-06;224900
441;441;2020-01-06;90000
442;442;2020-01-06;148500
443;443;2020-01-06;372841
444;444;2020-01-06;235200
445;445;2020-01-06;80000
446;446;2020-01-06;182500
447;447;2020-01-06;103000
448;448;2020-01-06;51000
449;449;2020-01-06;134500
450;450;2020-01-06;39000
451;451;2020-01-06;168636,6
452;452;2020-01-06;265000
453;453;2020-01-06;134000
454;454;2020-01-06;291150
455;455;2020-01-06;377000
456;456;2020-01-06;391200
457;457;2020-01-06;476469
458;458;2020-01-06;910000
459;459;2020-01-06;186000
460;460;2020-01-06;164000
461;461;2020-01-06;185000
462;462;2020-01-06;388326
463;463;2020-01-06;606820
464;464;2020-01-06;423100
465;465;2020-01-06;518192
466;466;2020-01-06;345000
467;467;2020-01-06;335000
468;468;2020-01-06;121000
469;469;2020-01-06;380000
470;470;2020-01-06;1550000
471;471;2020-01-06;645000
472;472;2020-01-06;825750
473;473;2020-01-06;345000
474;474;2020-01-06;166000
475;475;2020-01-06;254800
476;476;2020-01-06;460000
477;477;2020-01-06;1225000
478;478;2020-01-06;354750
479;479;2020-01-06;196800
480;480;2020-01-06;156350
481;481;2020-01-06;350000
482;482;2020-01-06;644000
483;483;2020-01-06;319000
484;484;2020-01-06;160000
485;485;2020-01-06;240000
486;486;2020-01-06;435000
487;487;2020-01-06;408000
488;488;2020-01-06;153000
489;489;2020-01-06;187000
490;490;2020-01-06;420600
491;491;2020-01-06;281000
492;492;2020-01-06;168500
493;493;2020-01-06;267000
494;494;2020-01-06;129000
495;495;2020-01-06;197050
496;496;2020-01-06;389980
497;497;2020-01-06;109000
498;498;2020-01-06;195000
499;499;2020-01-06;137000
500;500;2020-01-06;189800
501;501;2020-01-06;285500
502;502;2020-01-06;165000
503;503;2020-01-06;225000
504;504;2020-01-06;252000
505;505;2020-01-06;244783,25
506;506;2020-01-06;1400000
507;507;2020-01-06;240750
508;508;2020-01-06;100000
509;509;2020-01-06;660000
510;510;2020-01-06;1690000
511;511;2020-01-06;130000
512;512;2020-01-06;179500
513;513;2020-01-06;212500
514;514;2020-01-06;208000
515;515;2020-01-06;181230
516;516;2020-01-07;220900
517;517;2020-01-07;212150
518;518;2020-01-07;262000
519;519;2020-01-07;131990
520;520;2020-01-07;133950
521;521;2020-01-07;405000
522;522;2020-01-07;151000
523;523;2020-01-07;581097,6
524;524;2020-01-07;245000
525;525;2020-01-07;198000
526;526;2020-01-07;233000
527;527;2020-01-07;73500
528;528;2020-01-07;140000
529;529;2020-01-07;66000
530;530;2020-01-07;42500
531;531;2020-01-07;59000
532;532;2020-01-07;66820
533;533;2020-01-07;51000
534;534;2020-01-07;257965
535;535;2020-01-07;150000
536;536;2020-01-07;172000
537;537;2020-01-07;75000
538;538;2020-01-07;140000
539;539;2020-01-07;169600
540;540;2020-01-07;12000
541;541;2020-01-07;74900
542;542;2020-01-07;162000
543;543;2020-01-07;88000
544;544;2020-01-07;87000
545;545;2020-01-07;361000
546;546;2020-01-07;218000
547;547;2020-01-07;159000
548;548;2020-01-07;107000
549;549;2020-01-07;82500
550;550;2020-01-07;123000
551;551;2020-01-07;97000
552;552;2020-01-07;39000
553;553;2020-01-07;34450
554;554;2020-01-07;80300
555;555;2020-01-07;102000
556;556;2020-01-07;92600
557;557;2020-01-07;59000
558;558;2020-01-07;84500
559;559;2020-01-07;111800
560;560;2020-01-07;51500
561;561;2020-01-07;73773,58
562;562;2020-01-07;166450
563;563;2020-01-07;165000
564;564;2020-01-07;371500
565;565;2020-01-07;150400
566;566;2020-01-07;204620
567;567;2020-01-07;118400
568;568;2020-01-07;216000
569;569;2020-01-07;233000
570;570;2020-01-07;60000
571;571;2020-01-07;123000
572;572;2020-01-07;144310
573;573;2020-01-07;76400
574;574;2020-01-07;69000
575;575;2020-01-07;128420
576;576;2020-01-07;80750
577;577;2020-01-07;196400
578;578;2020-01-07;57000
579;579;2020-01-07;602500
580;580;2020-01-07;283050
581;581;2020-01-07;192000
582;582;2020-01-07;61610
583;583;2020-01-07;86980
584;584;2020-01-07;84800
585;585;2020-01-07;253000
586;586;2020-01-07;56500
587;587;2020-01-07;45600
588;588;2020-01-07;245230
589;589;2020-01-07;119000
590;590;2020-01-07;92000
591;591;2020-01-07;179900
592;592;2020-01-07;98000
593;593;2020-01-07;127000
594;594;2020-01-07;167300
595;595;2020-01-07;143300
596;596;2020-01-07;52000
597;597;2020-01-07;92000
598;598;2020-01-07;137900
599;599;2020-01-07;172900
600;600;2020-01-07;132197
601;601;2020-01-07;11000
602;602;2020-01-07;120000
603;603;2020-01-07;585000
604;604;2020-01-07;67500
605;605;2020-01-07;31500
606;606;2020-01-07;275000
607;607;2020-01-07;74000
608;608;2020-01-07;90000
609;609;2020-01-07;209750
610;610;2020-01-07;196500
611;611;2020-01-07;142040
612;612;2020-01-07;183400
613;613;2020-01-07;170000
614;614;2020-01-07;261470
615;615;2020-01-07;630000
616;616;2020-01-07;40000
617;617;2020-01-07;207200
618;618;2020-01-07;266000
619;619;2020-01-07;223090
620;620;2020-01-07;1250000
621;621;2020-01-07;680000
622;622;2020-01-07;459000
623;623;2020-01-07;312000
624;624;2020-01-07;519000
625;625;2020-01-07;324000
626;626;2020-01-07;308729
627;627;2020-01-07;554690
628;628;2020-01-07;231000
629;629;2020-01-07;189000
630;630;2020-01-07;145000
631;631;2020-01-07;192500
632;632;2020-01-07;337000
633;633;2020-01-07;200000
634;634;2020-01-07;70000
635;635;2020-01-07;371270
636;636;2020-01-07;108600
637;637;2020-01-07;423000
638;638;2020-01-07;132500
639;639;2020-01-07;287000
640;640;2020-01-07;468000
641;641;2020-01-07;111500
642;642;2020-01-07;175000
643;643;2020-01-07;47500
644;644;2020-01-07;116000
645;645;2020-01-07;78500
646;646;2020-01-07;138500
647;647;2020-01-07;540000
648;648;2020-01-07;71500
649;649;2020-01-07;421280
650;650;2020-01-07;234000
651;651;2020-01-07;199120
652;652;2020-01-07;339200
653;653;2020-01-07;514142
654;654;2020-01-07;201813
655;655;2020-01-07;202500
656;656;2020-01-07;220000
657;657;2020-01-07;315000
658;658;2020-01-07;149000
659;659;2020-01-07;35000
660;660;2020-01-08;720000
661;661;2020-01-08;190000
662;662;2020-01-08;241030
663;663;2020-01-08;620000
664;664;2020-01-08;97500
665;665;2020-01-08;309000
666;666;2020-01-08;490000
667;667;2020-01-08;340750
668;668;2020-01-08;214700
669;669;2020-01-08;415000
670;670;2020-01-08;195000
671;671;2020-01-08;205000
672;672;2020-01-08;146880
673;673;2020-01-08;95000
674;674;2020-01-08;57000
675;675;2020-01-08;48420
676;676;2020-01-08;93500
677;677;2020-01-08;98000
678;678;2020-01-08;75500
679;679;2020-01-08;105000
680;680;2020-01-08;119800
681;681;2020-01-08;40000
682;682;2020-01-08;152000
683;683;2020-01-08;85000
684;684;2020-01-08;68000
685;685;2020-01-08;65748
686;686;2020-01-08;76500
687;687;2020-01-08;242000
688;688;2020-01-08;223400
689;689;2020-01-08;201400
690;690;2020-01-08;215000
691;691;2020-01-08;148000
692;692;2020-01-08;187000
693;693;2020-01-08;22000
694;694;2020-01-08;21750
695;695;2020-01-08;68500
696;696;2020-01-08;108000
697;697;2020-01-08;500000
698;698;2020-01-08;248910
699;699;2020-01-08;85800
700;700;2020-01-08;130000
701;701;2020-01-08;163400
702;702;2020-01-08;257500
703;703;2020-01-08;133200
704;704;2020-01-08;139000
705;705;2020-01-08;243000
706;706;2020-01-08;218000
707;707;2020-01-08;149400
708;708;2020-01-08;147800
709;709;2020-01-08;133900
710;710;2020-01-08;160000
711;711;2020-01-08;79000
712;712;2020-01-08;278400
713;713;2020-01-08;273600
714;714;2020-01-08;120930
715;715;2020-01-08;100000
716;716;2020-01-08;106500
717;717;2020-01-08;149000
718;718;2020-01-08;165200
719;719;2020-01-08;58000
720;720;2020-01-08;145000
721;721;2020-01-08;54500
722;722;2020-01-08;283000
723;723;2020-01-08;237000
724;724;2020-01-08;153190
725;725;2020-01-08;65210
726;726;2020-01-08;185000
727;727;2020-01-08;45082
728;728;2020-01-08;92000
729;729;2020-01-08;141000
730;730;2020-01-08;43000
731;731;2020-01-08;138400
732;732;2020-01-08;78000
733;733;2020-01-08;141650
734;734;2020-01-08;61750
735;735;2020-01-08;92800
736;736;2020-01-08;106500
737;737;2020-01-08;93500
738;738;2020-01-08;142000
739;739;2020-01-08;36900
740;740;2020-01-08;145000
741;741;2020-01-08;45000
742;742;2020-01-08;157000
743;743;2020-01-08;243010
744;744;2020-01-08;155490
745;745;2020-01-08;235294
746;746;2020-01-08;740000
747;747;2020-01-08;254000
748;748;2020-01-08;119000
749;749;2020-01-08;26500
750;750;2020-01-08;17000
751;751;2020-01-08;221775
752;752;2020-01-08;105000
753;753;2020-01-08;236538
754;754;2020-01-08;572500
755;755;2020-01-08;370000
756;756;2020-01-08;648600
757;757;2020-01-08;879000
758;758;2020-01-08;432000
759;759;2020-01-08;1195000
760;760;2020-01-08;2184420
761;761;2020-01-08;1493825
762;762;2020-01-08;871900
763;763;2020-01-08;215000
764;764;2020-01-08;744000
765;765;2020-01-08;384000
766;766;2020-01-08;845575
767;767;2020-01-08;599100
768;768;2020-01-08;327500
769;769;2020-01-08;1140000
770;770;2020-01-08;545000
771;771;2020-01-08;383000
772;772;2020-01-08;267000
773;773;2020-01-08;478000
774;774;2020-01-08;585000
775;775;2020-01-08;721900
776;776;2020-01-08;1091250
777;777;2020-01-08;663688
778;778;2020-01-08;317320
779;779;2020-01-08;516000
780;780;2020-01-08;900800
781;781;2020-01-08;93000
782;782;2020-01-08;269000
783;783;2020-01-08;325500
784;784;2020-01-08;50000
785;785;2020-01-08;438750
786;786;2020-01-08;91000
787;787;2020-01-08;420000
788;788;2020-01-08;188596
789;789;2020-01-08;165000
790;790;2020-01-08;128000
791;791;2020-01-08;187000
792;792;2020-01-08;132000
793;793;2020-01-08;493600
794;794;2020-01-08;470000
795;795;2020-01-08;158000
796;796;2020-01-08;139650
797;797;2020-01-08;254000
798;798;2020-01-08;292500
799;799;2020-01-08;97000
800;800;2020-01-08;257500
801;801;2020-01-08;198000
802;802;2020-01-08;201000
803;803;2020-01-08;101885
804;804;2020-01-08;275000
805;805;2020-01-08;453000
806;806;2020-01-08;113000
807;807;2020-01-08;67000
808;808;2020-01-08;53500
809;809;2020-01-08;61000
810;810;2020-01-08;150000
811;811;2020-01-08;76000
812;812;2020-01-08;93840
813;813;2020-01-08;123400
814;814;2020-01-08;109990
815;815;2020-01-08;212000
816;816;2020-01-08;146835
817;817;2020-01-08;294000
818;818;2020-01-08;82500
819;819;2020-01-08;197200
820;820;2020-01-08;247000
821;821;2020-01-08;497000
822;822;2020-01-08;414800
823;823;2020-01-08;930000
824;824;2020-01-08;100000
825;825;2020-01-08;200000
826;826;2020-01-08;190000
827;827;2020-01-08;313000
828;828;2020-01-08;216890
829;829;2020-01-08;182000
830;830;2020-01-08;208000
831;831;2020-01-08;352150
832;832;2020-01-08;372000
833;833;2020-01-08;490000
834;834;2020-01-08;627110
835;835;2020-01-08;1042127
836;836;2020-01-08;262500
837;837;2020-01-08;475260
838;838;2020-01-08;115500
839;839;2020-01-08;155000
840;840;2020-01-08;212525
841;841;2020-01-08;443300
842;842;2020-01-08;245000
843;843;2020-01-08;247000
844;844;2020-01-08;253250
845;845;2020-01-08;426250
846;846;2020-01-08;155000
847;847;2020-01-08;141000
848;848;2020-01-08;196000
849;849;2020-01-08;114000
850;850;2020-01-08;181900
851;851;2020-01-08;207000
852;852;2020-01-08;80000
853;853;2020-01-08;842000
854;854;2020-01-08;361000
855;855;2020-01-08;543000
856;856;2020-01-08;930000
857;857;2020-01-08;173000
858;858;2020-01-08;387000
859;859;2020-01-08;360976
860;860;2020-01-08;247400
861;861;2020-01-08;396450
862;862;2020-01-08;310000
863;863;2020-01-08;45480
864;864;2020-01-08;134000
865;865;2020-01-08;264800
866;866;2020-01-08;387200
867;867;2020-01-08;229000
868;868;2020-01-08;355000
869;869;2020-01-08;247000
870;870;2020-01-08;122900
871;871;2020-01-09;212000
872;872;2020-01-09;309000
873;873;2020-01-09;200750
874;874;2020-01-09;474801
875;875;2020-01-09;174000
876;876;2020-01-09;125110
877;877;2020-01-09;119175
878;878;2020-01-09;121300
879;879;2020-01-09;314600
880;880;2020-01-09;179000
881;881;2020-01-09;97800
882;882;2020-01-09;54500
883;883;2020-01-09;128850
884;884;2020-01-09;106000
885;885;2020-01-09;157500
886;886;2020-01-09;77020
887;887;2020-01-09;180000
888;888;2020-01-09;100000
889;889;2020-01-09;125000
890;890;2020-01-09;175000
891;891;2020-01-09;146400
892;892;2020-01-09;118000
893;893;2020-01-09;143000
894;894;2020-01-09;67000
895;895;2020-01-09;90500
896;896;2020-01-09;101250
897;897;2020-01-09;252750
898;898;2020-01-09;127000
899;899;2020-01-09;178000
900;900;2020-01-09;388000
901;901;2020-01-09;120000
902;902;2020-01-09;103000
903;903;2020-01-09;91000
904;904;2020-01-09;138370
905;905;2020-01-09;881000
906;906;2020-01-09;51500
907;907;2020-01-09;175400
908;908;2020-01-09;213390
909;909;2020-01-09;118000
910;910;2020-01-09;222490
911;911;2020-01-09;188000
912;912;2020-01-09;96300
913;913;2020-01-09;142950
914;914;2020-01-09;272825
915;915;2020-01-09;138100
916;916;2020-01-09;102500
917;917;2020-01-09;158500
918;918;2020-01-09;83980
919;919;2020-01-09;348000
920;920;2020-01-09;351000
921;921;2020-01-09;207600
922;922;2020-01-09;196000
923;923;2020-01-09;259600
924;924;2020-01-09;206400
925;925;2020-01-09;306200
926;926;2020-01-09;755000
927;927;2020-01-09;328000
928;928;2020-01-09;70500
929;929;2020-01-09;75000
930;930;2020-01-09;87450
931;931;2020-01-09;175200
932;932;2020-01-09;97500
933;933;2020-01-09;166900
934;934;2020-01-09;188035
935;935;2020-01-09;121000
936;936;2020-01-09;156500
937;937;2020-01-09;362000
938;938;2020-01-09;149150
939;939;2020-01-09;212700
940;940;2020-01-09;330500
941;941;2020-01-09;167000
942;942;2020-01-09;41000
943;943;2020-01-09;115125
944;944;2020-01-09;95760
945;945;2020-01-09;83640
946;946;2020-01-09;60000
947;947;2020-01-09;144300
948;948;2020-01-09;80200
949;949;2020-01-09;106000
950;950;2020-01-09;135000
951;951;2020-01-09;199688
952;952;2020-01-09;696290
953;953;2020-01-09;151597,5
954;954;2020-01-09;86511
955;955;2020-01-09;279050
956;956;2020-01-09;232300
957;957;2020-01-09;125120
958;958;2020-01-09;191115
959;959;2020-01-09;26000
960;960;2020-01-09;59000
961;961;2020-01-09;107000
962;962;2020-01-09;370000
963;963;2020-01-09;65500
964;964;2020-01-09;46000
965;965;2020-01-09;306500
966;966;2020-01-09;749760
967;967;2020-01-09;175000
968;968;2020-01-09;250000
969;969;2020-01-09;72000
970;970;2020-01-09;127000
971;971;2020-01-09;95000
972;972;2020-01-09;132000
973;973;2020-01-09;30500
974;974;2020-01-09;340055
975;975;2020-01-09;453250
976;976;2020-01-09;257800
977;977;2020-01-09;227600
978;978;2020-01-09;257200
979;979;2020-01-09;163000
980;980;2020-01-09;121850
981;981;2020-01-09;124650
982;982;2020-01-09;115000
983;983;2020-01-09;132400
984;984;2020-01-09;78000
985;985;2020-01-09;49000
986;986;2020-01-09;741500
987;987;2020-01-09;380000
988;988;2020-01-09;1011500
989;989;2020-01-09;261500
990;990;2020-01-09;485625
991;991;2020-01-09;648400
992;992;2020-01-09;887000
993;993;2020-01-09;920000
